rep,ort5,z5,ort30,z30,ort100,z100
24,12.2,0.8722183307018635,10.633333333333333,0.26112653777487116,10.89,1.037691260211918
25,12.4,0.9699562713053353,10.2,-0.25759097536786374,10.12,-0.6451335693986143
26,12.0,0.7744803900983925,9.933333333333334,-0.5768017526864685,10.41,-0.011342399805036268
27,7.6,-1.375754303177976,8.966666666666667,-1.733940820466415,10.14,-0.6014238335645716
28,13.2,1.3609080337192199,13.0,3.0941221864774993,11.84,3.1139037123288036
29,12.6,1.0676942119088062,12.133333333333333,2.0566871601920296,10.07,-0.7544079089837112
30,10.8,0.18805274647756515,11.1,0.8197453980824316,11.09,1.4747886185523138
31,9.6,-0.39837489714326313,12.266666666666667,2.216292548851334,11.22,1.7589019014735736
32,9.6,-0.39837489714326313,10.866666666666667,0.5404359679286524,10.15,-0.5795689656475522
33,6.6,-1.8644440061953325,10.366666666666667,-0.05808423954373362,10.26,-0.339165418560335
34,10.0,-0.20289901593632037,10.7,0.34092923210452236,10.96,1.1906753356310578
35,11.4,0.48126656828797887,10.8,0.46063327359900125,11.03,1.3436594110501934
36,9.4,-0.49611283774673404,9.233333333333333,-1.4147300431478103,9.31,-2.4153778706772204
37,10.4,-0.007423134729377606,9.966666666666667,-0.5369004055216429,10.34,-0.16432647522417593
38,9.6,-0.39837489714326313,10.633333333333333,0.26112653777487116,10.72,0.6661585056225805
39,10.0,-0.20289901593632037,9.833333333333334,-0.6965057941809453,10.7,0.6224487697885379
40,9.0,-0.6915887189536768,9.733333333333333,-0.8162098356754242,10.01,-0.8855371164858316
41,8.0,-1.1802784219710332,11.133333333333333,0.8596467452472573,10.63,0.4694646943694021
42,10.0,-0.20289901593632037,9.733333333333333,-0.8162098356754242,9.78,-1.3881990785772893
43,12.8,1.1654321525122782,11.533333333333333,1.3384629112251665,10.46,0.09793193978006459
44,9.6,-0.39837489714326313,9.6,-0.9758152243347266,10.04,-0.8199725127347733
45,7.6,-1.375754303177976,9.533333333333333,-1.0556179186643777,10.79,0.8191425810417163
46,9.4,-0.49611283774673404,10.6,0.22122519061004556,10.71,0.6443036377055611
47,9.0,-0.6915887189536768,10.666666666666666,0.30102788493969673,10.8,0.8409974489587396
48,10.0,-0.20289901593632037,10.2,-0.25759097536786374,10.13,-0.623278701481591
49,9.6,-0.39837489714326313,8.666666666666666,-2.0930529449498474,9.26,-2.524652210262321
50,10.6,0.09031480587409334,10.833333333333334,0.5005346207638268,10.85,0.9502717885438365
51,12.2,0.8722183307018635,12.033333333333333,1.9369831186975526,10.72,0.6661585056225805
52,10.8,0.18805274647756515,11.2,0.9394494395769084,10.78,0.7972877131246969
53,9.6,-0.39837489714326313,11.7,1.5379696470492945,11.06,1.4092240148012556
54,8.2,-1.0825404813675623,9.666666666666666,-0.8960125300050754,10.41,-0.011342399805036268
55,7.4,-1.473492243781447,10.566666666666666,0.18132384344521996,9.76,-1.4319088144113281
56,11.0,0.2857906870810361,10.7,0.34092923210452236,10.43,0.032367336029002526
57,11.0,0.2857906870810361,11.2,0.9394494395769084,10.08,-0.7325530410666918
58,11.0,0.2857906870810361,9.966666666666667,-0.5369004055216429,10.51,0.2072062793651616
59,12.0,0.7744803900983925,12.066666666666666,1.976884465862378,10.49,0.16349654353112278
60,10.0,-0.20289901593632037,10.933333333333334,0.6202386622583036,10.36,-0.12061673939013713
61,10.6,0.09031480587409334,10.333333333333334,-0.09798558670855922,10.85,0.9502717885438365
62,10.2,-0.10516107533284942,10.566666666666666,0.18132384344521996,10.55,0.29462575103324307
63,3.6,-3.3305131152474017,7.933333333333334,-2.970882582576013,9.37,-2.284248663175104
64,10.8,0.18805274647756515,9.933333333333334,-0.5768017526864685,10.53,0.25091601519920037
65,11.6,0.5790045088914498,10.6,0.22122519061004556,10.7,0.6224487697885379
66,12.6,1.0676942119088062,11.066666666666666,0.779844050917606,10.77,0.7754328452076775
67,8.6,-0.8870646001606196,10.166666666666666,-0.2974923225326893,10.25,-0.36102028647735435
68,9.4,-0.49611283774673404,10.833333333333334,0.5005346207638268,10.13,-0.623278701481591
69,6.8,-1.7667060655918612,9.266666666666667,-1.3748286959829825,10.68,0.5787390339544991
70,6.8,-1.7667060655918612,8.633333333333333,-2.132954292114673,9.73,-1.4974734181623863
71,14.4,1.9473356773400483,11.9,1.7773777300382503,10.8,0.8409974489587396
72,12.2,0.8722183307018635,10.2,-0.25759097536786374,10.65,0.5131744302034409
73,11.4,0.48126656828797887,11.433333333333334,1.2187588697306897,10.2,-0.47029462606245526
74,8.6,-0.8870646001606196,9.2,-1.4546313903126358,9.93,-1.0603760598219907
75,12.6,1.0676942119088062,11.833333333333334,1.697575035708599,10.8,0.8409974489587396
76,5.6,-2.3531337092126887,10.966666666666667,0.6601400094231292,11.1,1.4966434864693332
77,9.4,-0.49611283774673404,11.4,1.1788575225658642,10.61,0.42575495853535944
78,8.6,-0.8870646001606196,8.6,-2.172855639279499,9.96,-0.9948114560709285
79,12.0,0.7744803900983925,11.433333333333334,1.2187588697306897,10.8,0.8409974489587396
80,11.6,0.5790045088914498,10.7,0.34092923210452236,9.89,-1.147795531490068
81,9.6,-0.39837489714326313,9.366666666666667,-1.2551246544885057,10.97,1.2125302035480772
82,9.0,-0.6915887189536768,10.8,0.46063327359900125,10.58,0.3601903547843012
83,8.4,-0.9848025407640905,8.733333333333333,-2.0132502506201964,9.82,-1.300779606909208
84,10.6,0.09031480587409334,10.6,0.22122519061004556,10.85,0.9502717885438365
85,7.2,-1.5712301843849183,9.566666666666666,-1.0157165714995522,10.1,-0.688843305232653
86,6.2,-2.0599198874022746,9.566666666666666,-1.0157165714995522,10.02,-0.8636822485688121
87,9.6,-0.39837489714326313,11.2,0.9394494395769084,10.35,-0.14247160730715652
88,8.4,-0.9848025407640905,10.8,0.46063327359900125,11.07,1.431078882718275
89,8.8,-0.7893266595571478,9.5,-1.0955192658292034,9.57,-1.8471513048347044
90,8.0,-1.1802784219710332,10.466666666666667,0.06161980195074317,10.17,-0.5358592298135134
91,6.4,-1.9621819467988035,9.766666666666667,-0.7763084885105965,9.91,-1.1040857956560293
92,8.6,-0.8870646001606196,11.1,0.8197453980824316,10.46,0.09793193978006459
93,7.0,-1.6689681249883896,10.366666666666667,-0.05808423954373362,10.55,0.29462575103324307
94,9.4,-0.49611283774673404,8.866666666666667,-1.8536448619608918,10.46,0.09793193978006459
95,13.4,1.4586459743226918,10.3,-0.13788693387338483,10.3,-0.2517459468922535
96,10.6,0.09031480587409334,9.666666666666666,-0.8960125300050754,10.9,1.0595461281289373
97,6.0,-2.157657828005746,8.666666666666666,-2.0930529449498474,9.78,-1.3881990785772893
98,12.0,0.7744803900983925,11.366666666666667,1.1389561754010384,11.1,1.4966434864693332
99,6.4,-1.9621819467988035,10.466666666666667,0.06161980195074317,10.64,0.4913195622864215
100,8.4,-0.9848025407640905,10.6,0.22122519061004556,10.35,-0.14247160730715652
101,12.8,1.1654321525122782,12.666666666666666,2.695108714829241,10.22,-0.42658489022841256
102,11.8,0.6767424494949216,10.266666666666667,-0.17778828103821043,11.37,2.0867249202288685
103,9.6,-0.39837489714326313,10.433333333333334,0.02171845478591757,10.94,1.146965599797015
104,10.0,-0.20289901593632037,10.033333333333333,-0.4570977111919917,10.42,0.010512468111983128
105,13.2,1.3609080337192199,10.5,0.10152114911556875,10.44,0.054222203946021924
106,12.6,1.0676942119088062,11.033333333333333,0.7399427037527805,10.14,-0.6014238335645716
107,8.4,-0.9848025407640905,10.6,0.22122519061004556,10.69,0.6005939018715185
108,10.4,-0.007423134729377606,10.866666666666667,0.5404359679286524,10.84,0.9284169206268171
109,8.0,-1.1802784219710332,10.633333333333333,0.26112653777487116,11.0,1.2780948072991354
110,9.8,-0.3006369565397913,11.2,0.9394494395769084,10.7,0.6224487697885379
111,9.2,-0.5938507783502058,9.633333333333333,-0.935913877169901,10.07,-0.7544079089837112
112,13.2,1.3609080337192199,10.133333333333333,-0.33739366969751494,9.61,-1.7597318331666267
113,9.4,-0.49611283774673404,10.666666666666666,0.30102788493969673,10.74,0.7098682414566193
114,10.4,-0.007423134729377606,10.466666666666667,0.06161980195074317,10.48,0.1416416756141034
115,12.6,1.0676942119088062,11.2,0.9394494395769084,11.16,1.6277726939714534
116,11.6,0.5790045088914498,9.1,-1.5743354318071128,9.75,-1.4537636823283475
117,8.0,-1.1802784219710332,10.033333333333333,-0.4570977111919917,10.55,0.29462575103324307
118,11.2,0.383528627684507,8.966666666666667,-1.733940820466415,9.5,-2.000135380253844
119,8.8,-0.7893266595571478,10.233333333333333,-0.21768962820303814,10.19,-0.4921494939794746
120,9.4,-0.49611283774673404,10.466666666666667,0.06161980195074317,10.25,-0.36102028647735435
121,8.8,-0.7893266595571478,9.6,-0.9758152243347266,10.52,0.22906114728218097
122,13.6,1.5563839149261627,10.533333333333333,0.14142249628039436,10.54,0.2727708831162198
123,6.0,-2.157657828005746,7.866666666666666,-3.050685276905665,9.63,-1.7160220973325842
124,12.6,1.0676942119088062,10.633333333333333,0.26112653777487116,9.94,-1.0385211919049713
125,7.6,-1.375754303177976,10.166666666666666,-0.2974923225326893,10.72,0.6661585056225805
126,8.0,-1.1802784219710332,10.3,-0.13788693387338483,10.07,-0.7544079089837112
127,8.0,-1.1802784219710332,9.233333333333333,-1.4147300431478103,10.14,-0.6014238335645716
128,13.8,1.6541218555296344,11.533333333333333,1.3384629112251665,10.74,0.7098682414566193
129,11.0,0.2857906870810361,10.833333333333334,0.5005346207638268,10.38,-0.07690700355609445
130,14.0,1.7518597961331055,11.466666666666667,1.2586602168955152,10.3,-0.2517459468922535
131,10.4,-0.007423134729377606,10.3,-0.13788693387338483,10.54,0.2727708831162198
132,10.6,0.09031480587409334,9.633333333333333,-0.935913877169901,10.19,-0.4921494939794746
133,11.0,0.2857906870810361,11.833333333333334,1.697575035708599,11.07,1.431078882718275
134,9.8,-0.3006369565397913,11.2,0.9394494395769084,10.91,1.0814009960459567
135,10.0,-0.20289901593632037,9.833333333333334,-0.6965057941809453,9.77,-1.4100539464943087
136,12.6,1.0676942119088062,11.833333333333334,1.697575035708599,11.25,1.8244665052246318
137,11.8,0.6767424494949216,10.666666666666666,0.30102788493969673,11.27,1.8681762410586706
138,10.0,-0.20289901593632037,11.3,1.0591534810713874,10.71,0.6443036377055611
139,13.4,1.4586459743226918,10.1,-0.3772950168623405,10.68,0.5787390339544991
140,12.0,0.7744803900983925,10.566666666666666,0.18132384344521996,10.53,0.25091601519920037
141,7.2,-1.5712301843849183,10.0,-0.4969990583568173,10.76,0.7535779772906581
142,7.6,-1.375754303177976,10.966666666666667,0.6601400094231292,10.84,0.9284169206268171
143,11.8,0.6767424494949216,10.366666666666667,-0.05808423954373362,10.99,1.256239939382116
144,10.2,-0.10516107533284942,10.9,0.5803373150934781,10.46,0.09793193978006459
145,12.8,1.1654321525122782,11.466666666666667,1.2586602168955152,10.49,0.16349654353112278
146,9.8,-0.3006369565397913,9.966666666666667,-0.5369004055216429,10.02,-0.8636822485688121
147,10.8,0.18805274647756515,9.2,-1.4546313903126358,10.02,-0.8636822485688121
148,11.6,0.5790045088914498,11.566666666666666,1.378364258389992,11.01,1.2999496752161548
149,12.4,0.9699562713053353,10.966666666666667,0.6601400094231292,10.47,0.119786807697084
150,14.2,1.8495977367365763,10.233333333333333,-0.21768962820303814,10.41,-0.011342399805036268
151,12.0,0.7744803900983925,10.966666666666667,0.6601400094231292,10.54,0.2727708831162198
152,7.6,-1.375754303177976,10.5,0.10152114911556875,10.24,-0.38287515439437375
153,11.4,0.48126656828797887,10.9,0.5803373150934781,10.15,-0.5795689656475522
154,14.0,1.7518597961331055,10.333333333333334,-0.09798558670855922,9.54,-1.9127159085857663
155,8.6,-0.8870646001606196,10.066666666666666,-0.41719636402716614,10.56,0.3164806189502624
156,12.0,0.7744803900983925,11.5,1.298561564060341,11.47,2.30527359939907
157,15.2,2.338287439753933,10.966666666666667,0.6601400094231292,9.62,-1.7378769652496073
158,11.6,0.5790045088914498,9.966666666666667,-0.5369004055216429,10.92,1.1032558639629761
159,10.2,-0.10516107533284942,9.2,-1.4546313903126358,9.78,-1.3881990785772893
160,11.2,0.383528627684507,10.433333333333334,0.02171845478591757,10.64,0.4913195622864215
161,12.2,0.8722183307018635,10.933333333333334,0.6202386622583036,11.06,1.4092240148012556
162,14.0,1.7518597961331055,10.766666666666667,0.4207319264341757,10.43,0.032367336029002526
163,9.8,-0.3006369565397913,10.233333333333333,-0.21768962820303814,10.63,0.4694646943694021
164,11.4,0.48126656828797887,9.8,-0.7364071413457709,10.22,-0.42658489022841256
165,8.4,-0.9848025407640905,10.1,-0.3772950168623405,10.22,-0.42658489022841256
166,11.2,0.383528627684507,10.333333333333334,-0.09798558670855922,10.12,-0.6451335693986143
167,7.4,-1.473492243781447,10.8,0.46063327359900125,11.29,1.9118859768927094
168,9.2,-0.5938507783502058,10.333333333333334,-0.09798558670855922,10.09,-0.7106981731496724
169,10.6,0.09031480587409334,10.933333333333334,0.6202386622583036,10.89,1.037691260211918
170,12.0,0.7744803900983925,9.633333333333333,-0.935913877169901,10.06,-0.7762627769007306
171,11.8,0.6767424494949216,10.4,-0.01818289237890803,10.45,0.07607707186304132
172,9.6,-0.39837489714326313,10.5,0.10152114911556875,10.67,0.5568841660374797
173,10.0,-0.20289901593632037,10.533333333333333,0.14142249628039436,10.61,0.42575495853535944
174,11.2,0.383528627684507,11.466666666666667,1.2586602168955152,10.89,1.037691260211918
175,8.0,-1.1802784219710332,10.466666666666667,0.06161980195074317,10.32,-0.2080362110582147
176,10.4,-0.007423134729377606,10.433333333333334,0.02171845478591757,10.37,-0.09876187147311774
177,10.4,-0.007423134729377606,11.0,0.7000413565879549,10.81,0.862852316875759
178,10.8,0.18805274647756515,9.966666666666667,-0.5369004055216429,10.45,0.07607707186304132
179,9.6,-0.39837489714326313,10.233333333333333,-0.21768962820303814,9.9,-1.1259406635730487
180,7.6,-1.375754303177976,9.966666666666667,-0.5369004055216429,10.99,1.256239939382116
181,7.6,-1.375754303177976,11.3,1.0591534810713874,11.13,1.5622080902203952
182,12.0,0.7744803900983925,9.966666666666667,-0.5369004055216429,9.47,-2.0656999840049024
183,11.6,0.5790045088914498,10.366666666666667,-0.05808423954373362,10.0,-0.907391984402851
184,12.6,1.0676942119088062,10.7,0.34092923210452236,10.24,-0.38287515439437375
185,10.4,-0.007423134729377606,11.8,1.6576736885437735,10.92,1.1032558639629761
186,11.2,0.383528627684507,9.933333333333334,-0.5768017526864685,10.53,0.25091601519920037
187,8.6,-0.8870646001606196,11.033333333333333,0.7399427037527805,10.37,-0.09876187147311774
188,13.6,1.5563839149261627,11.466666666666667,1.2586602168955152,11.25,1.8244665052246318
189,14.0,1.7518597961331055,11.133333333333333,0.8596467452472573,10.11,-0.6669884373156337
190,12.4,0.9699562713053353,11.3,1.0591534810713874,10.21,-0.44843975814543197
191,9.0,-0.6915887189536768,9.266666666666667,-1.3748286959829825,9.88,-1.1696503994070875
192,11.0,0.2857906870810361,8.866666666666667,-1.8536448619608918,9.79,-1.36634421066027
193,9.4,-0.49611283774673404,10.5,0.10152114911556875,11.05,1.3873691468842362
194,8.4,-0.9848025407640905,10.966666666666667,0.6601400094231292,10.88,1.0158363922948987
195,10.2,-0.10516107533284942,10.533333333333333,0.14142249628039436,10.78,0.7972877131246969
196,11.4,0.48126656828797887,10.7,0.34092923210452236,10.53,0.25091601519920037
197,6.2,-2.0599198874022746,10.5,0.10152114911556875,10.63,0.4694646943694021
198,9.2,-0.5938507783502058,9.9,-0.6167030998512941,10.03,-0.8418273806517927
199,8.6,-0.8870646001606196,10.666666666666666,0.30102788493969673,10.06,-0.7762627769007306
200,9.2,-0.5938507783502058,11.4,1.1788575225658642,11.22,1.7589019014735736
201,13.0,1.263170093115749,10.766666666666667,0.4207319264341757,10.2,-0.47029462606245526
202,11.0,0.2857906870810361,11.2,0.9394494395769084,10.94,1.146965599797015
203,9.8,-0.3006369565397913,10.1,-0.3772950168623405,9.99,-0.9292468523198704
204,12.0,0.7744803900983925,9.566666666666666,-1.0157165714995522,10.88,1.0158363922948987
205,11.8,0.6767424494949216,9.866666666666667,-0.6566044470161196,9.96,-0.9948114560709285
206,11.8,0.6767424494949216,11.766666666666667,1.6177723413789478,10.34,-0.16432647522417593
207,11.4,0.48126656828797887,10.666666666666666,0.30102788493969673,10.64,0.4913195622864215
208,13.8,1.6541218555296344,11.033333333333333,0.7399427037527805,10.69,0.6005939018715185
209,10.8,0.18805274647756515,9.3,-1.334927348818157,9.75,-1.4537636823283475
210,11.0,0.2857906870810361,12.266666666666667,2.216292548851334,11.06,1.4092240148012556
211,15.8,2.6315012615643476,11.066666666666666,0.779844050917606,10.12,-0.6451335693986143
212,7.6,-1.375754303177976,9.466666666666667,-1.135420612994029,10.22,-0.42658489022841256
213,9.2,-0.5938507783502058,10.533333333333333,0.14142249628039436,10.13,-0.623278701481591
214,10.6,0.09031480587409334,11.166666666666666,0.8995480924120828,11.13,1.5622080902203952
215,6.6,-1.8644440061953325,9.6,-0.9758152243347266,9.8,-1.3444893427432467
216,9.6,-0.39837489714326313,9.8,-0.7364071413457709,10.43,0.032367336029002526
217,11.8,0.6767424494949216,11.5,1.298561564060341,10.65,0.5131744302034409
218,9.2,-0.5938507783502058,10.6,0.22122519061004556,9.71,-1.5411831539964251
219,11.6,0.5790045088914498,11.766666666666667,1.6177723413789478,10.67,0.5568841660374797
220,12.6,1.0676942119088062,10.2,-0.25759097536786374,10.31,-0.22989107897523411
221,10.6,0.09031480587409334,10.5,0.10152114911556875,10.52,0.22906114728218097
222,8.4,-0.9848025407640905,11.333333333333334,1.099054828236213,10.95,1.1688204677140344
223,10.8,0.18805274647756515,10.866666666666667,0.5404359679286524,10.67,0.5568841660374797
224,9.2,-0.5938507783502058,9.833333333333334,-0.6965057941809453,10.0,-0.907391984402851
225,11.6,0.5790045088914498,11.533333333333333,1.3384629112251665,10.13,-0.623278701481591
226,13.4,1.4586459743226918,11.4,1.1788575225658642,10.61,0.42575495853535944
227,15.6,2.5337633209608756,11.666666666666666,1.498068299884469,10.05,-0.79811764481775
228,6.8,-1.7667060655918612,9.666666666666666,-0.8960125300050754,11.01,1.2999496752161548
229,9.4,-0.49611283774673404,9.666666666666666,-0.8960125300050754,10.56,0.3164806189502624
230,8.4,-0.9848025407640905,10.033333333333333,-0.4570977111919917,10.34,-0.16432647522417593
231,9.6,-0.39837489714326313,11.166666666666666,0.8995480924120828,10.14,-0.6014238335645716
232,10.0,-0.20289901593632037,10.166666666666666,-0.2974923225326893,9.72,-1.5193282860794057
233,10.8,0.18805274647756515,9.5,-1.0955192658292034,10.65,0.5131744302034409
234,9.0,-0.6915887189536768,10.733333333333333,0.38083057926934794,9.91,-1.1040857956560293
235,10.8,0.18805274647756515,10.966666666666667,0.6601400094231292,10.4,-0.03319726772205566
236,8.0,-1.1802784219710332,8.7,-2.053151597785022,9.02,-3.0491690402707983
237,10.0,-0.20289901593632037,10.666666666666666,0.30102788493969673,10.6,0.40390009061834004
238,12.0,0.7744803900983925,10.666666666666666,0.30102788493969673,10.52,0.22906114728218097
239,9.8,-0.3006369565397913,10.566666666666666,0.18132384344521996,10.8,0.8409974489587396
240,8.6,-0.8870646001606196,10.8,0.46063327359900125,10.01,-0.8855371164858316
241,12.0,0.7744803900983925,11.866666666666667,1.7374763828734245,10.85,0.9502717885438365
242,12.4,0.9699562713053353,10.166666666666666,-0.2974923225326893,9.81,-1.3226344748262273
243,6.8,-1.7667060655918612,10.766666666666667,0.4207319264341757,10.33,-0.18618134314119533
244,8.6,-0.8870646001606196,10.833333333333334,0.5005346207638268,10.28,-0.2954556827262962
245,10.0,-0.20289901593632037,9.5,-1.0955192658292034,10.06,-0.7762627769007306
246,7.2,-1.5712301843849183,8.966666666666667,-1.733940820466415,9.37,-2.284248663175104
247,9.4,-0.49611283774673404,9.5,-1.0955192658292034,9.56,-1.8690061727517238
248,11.0,0.2857906870810361,11.0,0.7000413565879549,10.83,0.9065620527097977
249,9.6,-0.39837489714326313,10.433333333333334,0.02171845478591757,10.84,0.9284169206268171
250,8.4,-0.9848025407640905,10.366666666666667,-0.05808423954373362,9.65,-1.6723123614985453
251,11.6,0.5790045088914498,10.166666666666666,-0.2974923225326893,10.44,0.054222203946021924
252,10.2,-0.10516107533284942,11.133333333333333,0.8596467452472573,10.9,1.0595461281289373
253,13.6,1.5563839149261627,10.533333333333333,0.14142249628039436,9.83,-1.2789247389921885
254,12.4,0.9699562713053353,11.033333333333333,0.7399427037527805,9.82,-1.300779606909208
255,13.6,1.5563839149261627,11.6,1.4182656055548177,10.46,0.09793193978006459
256,8.6,-0.8870646001606196,9.866666666666667,-0.6566044470161196,10.72,0.6661585056225805
257,13.2,1.3609080337192199,10.866666666666667,0.5404359679286524,10.4,-0.03319726772205566
258,9.6,-0.39837489714326313,11.266666666666667,1.0192521339065617,10.27,-0.3173105506433156
259,10.6,0.09031480587409334,10.5,0.10152114911556875,9.33,-2.3716681348431816
260,10.6,0.09031480587409334,9.066666666666666,-1.6142367789719383,10.38,-0.07690700355609445
261,5.4,-2.45087164981616,9.833333333333334,-0.6965057941809453,9.35,-2.327958399009143
262,9.0,-0.6915887189536768,8.966666666666667,-1.733940820466415,9.39,-2.240538927341061
263,10.2,-0.10516107533284942,9.8,-0.7364071413457709,9.78,-1.3881990785772893
264,13.4,1.4586459743226918,11.066666666666666,0.779844050917606,11.05,1.3873691468842362
265,13.6,1.5563839149261627,11.233333333333333,0.979350786741734,11.56,2.5019674106522487
266,9.4,-0.49611283774673404,10.3,-0.13788693387338483,10.55,0.29462575103324307
267,6.4,-1.9621819467988035,9.3,-1.334927348818157,10.12,-0.6451335693986143
268,11.4,0.48126656828797887,10.1,-0.3772950168623405,10.51,0.2072062793651616
269,13.4,1.4586459743226918,11.8,1.6576736885437735,11.06,1.4092240148012556
270,12.8,1.1654321525122782,10.366666666666667,-0.05808423954373362,10.99,1.256239939382116
271,13.0,1.263170093115749,11.733333333333333,1.57787099421412,10.54,0.2727708831162198
272,13.6,1.5563839149261627,11.733333333333333,1.57787099421412,10.58,0.3601903547843012
273,13.6,1.5563839149261627,12.1,2.016785813027204,10.69,0.6005939018715185
274,11.0,0.2857906870810361,10.366666666666667,-0.05808423954373362,9.66,-1.650457493581526
275,9.2,-0.5938507783502058,9.133333333333333,-1.534434084642287,9.87,-1.1915052673241109
276,11.0,0.2857906870810361,11.933333333333334,1.8172790772030758,11.05,1.3873691468842362
277,12.8,1.1654321525122782,10.633333333333333,0.26112653777487116,10.72,0.6661585056225805
278,10.8,0.18805274647756515,11.266666666666667,1.0192521339065617,10.42,0.010512468111983128
279,8.0,-1.1802784219710332,8.733333333333333,-2.0132502506201964,10.34,-0.16432647522417593
280,6.8,-1.7667060655918612,9.666666666666666,-0.8960125300050754,10.29,-0.2736008148092768
281,10.2,-0.10516107533284942,11.0,0.7000413565879549,10.57,0.3383354868672818
282,8.0,-1.1802784219710332,9.2,-1.4546313903126358,9.99,-0.9292468523198704
283,10.0,-0.20289901593632037,9.566666666666666,-1.0157165714995522,10.18,-0.514004361896494
284,13.0,1.263170093115749,11.966666666666667,1.8571804243679013,11.62,2.633096618154365
285,8.0,-1.1802784219710332,10.366666666666667,-0.05808423954373362,9.61,-1.7597318331666267
286,12.8,1.1654321525122782,10.333333333333334,-0.09798558670855922,10.41,-0.011342399805036268
287,12.0,0.7744803900983925,10.533333333333333,0.14142249628039436,10.66,0.5350292981204603
288,11.0,0.2857906870810361,10.3,-0.13788693387338483,10.74,0.7098682414566193
289,13.6,1.5563839149261627,10.7,0.34092923210452236,10.83,0.9065620527097977
290,12.0,0.7744803900983925,10.3,-0.13788693387338483,9.39,-2.240538927341061
291,11.2,0.383528627684507,10.4,-0.01818289237890803,10.4,-0.03319726772205566
292,11.6,0.5790045088914498,10.766666666666667,0.4207319264341757,11.04,1.3655142789672128
293,14.4,1.9473356773400483,10.6,0.22122519061004556,10.07,-0.7544079089837112
294,11.8,0.6767424494949216,10.633333333333333,0.26112653777487116,10.12,-0.6451335693986143
295,9.6,-0.39837489714326313,10.466666666666667,0.06161980195074317,10.71,0.6443036377055611
296,11.6,0.5790045088914498,10.4,-0.01818289237890803,10.56,0.3164806189502624
297,8.4,-0.9848025407640905,9.433333333333334,-1.1753219601588545,10.11,-0.6669884373156337
298,9.6,-0.39837489714326313,9.166666666666666,-1.4945327374774615,9.99,-0.9292468523198704
299,10.8,0.18805274647756515,11.0,0.7000413565879549,10.47,0.119786807697084
300,11.2,0.383528627684507,10.833333333333334,0.5005346207638268,10.22,-0.42658489022841256
301,10.2,-0.10516107533284942,9.9,-0.6167030998512941,10.18,-0.514004361896494
302,8.8,-0.7893266595571478,9.1,-1.5743354318071128,9.73,-1.4974734181623863
303,9.8,-0.3006369565397913,10.033333333333333,-0.4570977111919917,10.57,0.3383354868672818
304,9.0,-0.6915887189536768,9.633333333333333,-0.935913877169901,10.06,-0.7762627769007306
305,8.0,-1.1802784219710332,10.333333333333334,-0.09798558670855922,11.24,1.8026116373076124
306,8.8,-0.7893266595571478,9.533333333333333,-1.0556179186643777,10.18,-0.514004361896494
307,12.6,1.0676942119088062,10.766666666666667,0.4207319264341757,10.28,-0.2954556827262962
308,11.8,0.6767424494949216,11.433333333333334,1.2187588697306897,11.2,1.715192165639531
309,11.6,0.5790045088914498,10.366666666666667,-0.05808423954373362,9.98,-0.9511017202368897
310,8.8,-0.7893266595571478,10.333333333333334,-0.09798558670855922,10.06,-0.7762627769007306
311,8.4,-0.9848025407640905,10.233333333333333,-0.21768962820303814,10.6,0.40390009061834004
