rep,ort5,ort30
98,12.0,11.366666666666667
99,6.4,10.466666666666667
100,8.4,10.6
101,12.8,12.666666666666666
102,11.8,10.266666666666667
103,9.6,10.433333333333334
104,10.0,10.033333333333333
105,13.2,10.5
106,12.6,11.033333333333333
107,8.4,10.6
108,10.4,10.866666666666667
109,8.0,10.633333333333333
110,9.8,11.2
111,9.2,9.633333333333333
112,13.2,10.133333333333333
113,9.4,10.666666666666666
114,10.4,10.466666666666667
115,12.6,11.2
116,11.6,9.1
117,8.0,10.033333333333333
118,11.2,8.966666666666667
119,8.8,10.233333333333333
120,9.4,10.466666666666667
121,8.8,9.6
122,13.6,10.533333333333333
123,6.0,7.866666666666666
124,12.6,10.633333333333333
125,7.6,10.166666666666666
126,8.0,10.3
127,8.0,9.233333333333333
128,13.8,11.533333333333333
129,11.0,10.833333333333334
130,14.0,11.466666666666667
131,10.4,10.3
132,10.6,9.633333333333333
133,11.0,11.833333333333334
134,9.8,11.2
135,10.0,9.833333333333334
136,12.6,11.833333333333334
137,11.8,10.666666666666666
138,10.0,11.3
139,13.4,10.1
140,12.0,10.566666666666666
141,7.2,10.0
142,7.6,10.966666666666667
143,11.8,10.366666666666667
144,10.2,10.9
145,12.8,11.466666666666667
146,9.8,9.966666666666667
147,10.8,9.2
148,11.6,11.566666666666666
149,12.4,10.966666666666667
150,14.2,10.233333333333333
151,12.0,10.966666666666667
152,7.6,10.5
153,11.4,10.9
154,14.0,10.333333333333334
155,8.6,10.066666666666666
156,12.0,11.5
157,15.2,10.966666666666667
158,11.6,9.966666666666667
159,10.2,9.2
160,11.2,10.433333333333334
161,12.2,10.933333333333334
162,14.0,10.766666666666667
163,9.8,10.233333333333333
164,11.4,9.8
165,8.4,10.1
166,11.2,10.333333333333334
167,7.4,10.8
168,9.2,10.333333333333334
169,10.6,10.933333333333334
170,12.0,9.633333333333333
171,11.8,10.4
172,9.6,10.5
173,10.0,10.533333333333333
174,11.2,11.466666666666667
175,8.0,10.466666666666667
176,10.4,10.433333333333334
177,10.4,11.0
178,10.8,9.966666666666667
179,9.6,10.233333333333333
180,7.6,9.966666666666667
181,7.6,11.3
182,12.0,9.966666666666667
183,11.6,10.366666666666667
184,12.6,10.7
185,10.4,11.8
186,11.2,9.933333333333334
187,8.6,11.033333333333333
188,13.6,11.466666666666667
189,14.0,11.133333333333333
190,12.4,11.3
191,9.0,9.266666666666667
192,11.0,8.866666666666667
193,9.4,10.5
194,8.4,10.966666666666667
195,10.2,10.533333333333333
196,11.4,10.7
197,6.2,10.5
198,9.2,9.9
199,8.6,10.666666666666666
200,9.2,11.4
201,13.0,10.766666666666667
202,11.0,11.2
203,9.8,10.1
204,12.0,9.566666666666666
205,11.8,9.866666666666667
206,11.8,11.766666666666667
207,11.4,10.666666666666666
208,13.8,11.033333333333333
209,10.8,9.3
210,11.0,12.266666666666667
211,15.8,11.066666666666666
212,7.6,9.466666666666667
213,9.2,10.533333333333333
214,10.6,11.166666666666666
215,6.6,9.6
216,9.6,9.8
217,11.8,11.5
218,9.2,10.6
219,11.6,11.766666666666667
220,12.6,10.2
221,10.6,10.5
222,8.4,11.333333333333334
223,10.8,10.866666666666667
224,9.2,9.833333333333334
225,11.6,11.533333333333333
226,13.4,11.4
227,15.6,11.666666666666666
228,6.8,9.666666666666666
229,9.4,9.666666666666666
230,8.4,10.033333333333333
231,9.6,11.166666666666666
232,10.0,10.166666666666666
233,10.8,9.5
234,9.0,10.733333333333333
235,10.8,10.966666666666667
236,8.0,8.7
237,10.0,10.666666666666666
238,12.0,10.666666666666666
239,9.8,10.566666666666666
240,8.6,10.8
241,12.0,11.866666666666667
242,12.4,10.166666666666666
243,6.8,10.766666666666667
244,8.6,10.833333333333334
245,10.0,9.5
246,7.2,8.966666666666667
247,9.4,9.5
248,11.0,11.0
249,9.6,10.433333333333334
250,8.4,10.366666666666667
251,11.6,10.166666666666666
252,10.2,11.133333333333333
253,13.6,10.533333333333333
254,12.4,11.033333333333333
255,13.6,11.6
256,8.6,9.866666666666667
257,13.2,10.866666666666667
258,9.6,11.266666666666667
259,10.6,10.5
260,10.6,9.066666666666666
261,5.4,9.833333333333334
262,9.0,8.966666666666667
263,10.2,9.8
264,13.4,11.066666666666666
265,13.6,11.233333333333333
266,9.4,10.3
267,6.4,9.3
268,11.4,10.1
269,13.4,11.8
270,12.8,10.366666666666667
271,13.0,11.733333333333333
272,13.6,11.733333333333333
273,13.6,12.1
274,11.0,10.366666666666667
275,9.2,9.133333333333333
276,11.0,11.933333333333334
277,12.8,10.633333333333333
278,10.8,11.266666666666667
279,8.0,8.733333333333333
280,6.8,9.666666666666666
281,10.2,11.0
282,8.0,9.2
283,10.0,9.566666666666666
284,13.0,11.966666666666667
285,8.0,10.366666666666667
286,12.8,10.333333333333334
287,12.0,10.533333333333333
288,11.0,10.3
289,13.6,10.7
290,12.0,10.3
291,11.2,10.4
292,11.6,10.766666666666667
293,14.4,10.6
294,11.8,10.633333333333333
295,9.6,10.466666666666667
296,11.6,10.4
297,8.4,9.433333333333334
298,9.6,9.166666666666666
299,10.8,11.0
300,11.2,10.833333333333334
301,10.2,9.9
302,8.8,9.1
303,9.8,10.033333333333333
304,9.0,9.633333333333333
305,8.0,10.333333333333334
306,8.8,9.533333333333333
307,12.6,10.766666666666667
308,11.8,11.433333333333334
309,11.6,10.366666666666667
310,8.8,10.333333333333334
311,8.4,10.233333333333333
312,11.6,10.533333333333333
313,10.0,9.833333333333334
314,13.2,12.566666666666666
315,10.6,11.533333333333333
316,13.2,11.066666666666666
317,9.6,9.833333333333334
318,13.4,10.866666666666667
319,8.8,10.8
320,8.2,11.3
321,9.2,9.466666666666667
322,8.0,9.3
323,13.6,12.366666666666667
324,10.0,9.666666666666666
325,12.4,11.466666666666667
326,5.4,9.733333333333333
327,10.8,10.733333333333333
328,12.6,9.833333333333334
329,13.0,9.666666666666666
330,6.8,8.733333333333333
331,5.8,10.433333333333334
332,9.4,10.7
333,8.6,10.266666666666667
334,11.6,9.833333333333334
335,7.8,11.633333333333333
336,8.6,10.033333333333333
337,11.0,10.333333333333334
338,13.8,10.233333333333333
339,8.4,9.366666666666667
340,10.0,9.3
341,7.6,9.7
342,10.8,10.1
343,10.4,11.166666666666666
344,6.6,9.866666666666667
345,9.0,11.566666666666666
346,9.2,10.066666666666666
347,6.8,9.366666666666667
348,10.8,12.233333333333333
349,6.2,9.733333333333333
350,10.4,9.233333333333333
351,8.6,11.166666666666666
352,12.8,11.133333333333333
353,9.4,10.1
354,14.6,11.833333333333334
355,7.8,9.966666666666667
356,11.6,10.933333333333334
357,10.4,8.966666666666667
358,12.4,10.2
359,12.6,10.833333333333334
360,8.4,9.833333333333334
361,9.6,11.3
362,6.2,10.766666666666667
363,9.0,10.066666666666666
364,10.6,10.133333333333333
365,8.2,11.0
366,11.8,11.066666666666666
367,11.0,12.233333333333333
368,10.2,10.3
369,9.8,11.133333333333333
370,9.4,10.166666666666666
371,8.0,9.533333333333333
372,10.8,10.1
373,9.4,10.633333333333333
374,12.4,10.133333333333333
375,12.2,9.8
376,12.8,8.933333333333334
377,12.6,10.833333333333334
378,7.6,8.7
379,9.8,9.2
380,8.6,8.566666666666666
381,9.0,9.233333333333333
382,10.6,9.2
383,11.2,10.1
384,6.0,10.333333333333334
385,10.8,10.3
386,7.8,10.366666666666667
387,12.8,10.7
388,13.2,10.666666666666666
389,13.0,11.633333333333333
390,8.6,9.833333333333334
391,7.0,9.433333333333334
392,13.2,10.2
393,12.6,11.1
394,5.4,8.766666666666667
395,11.2,10.3
396,9.6,9.033333333333333
397,10.2,10.233333333333333
398,7.6,9.366666666666667
399,11.8,10.266666666666667
400,9.0,10.3
401,12.4,11.066666666666666
402,11.4,10.3
403,8.2,10.433333333333334
404,12.2,9.8
405,14.6,11.2
406,9.0,9.533333333333333
407,13.4,12.166666666666666
408,12.4,10.866666666666667
409,8.2,10.033333333333333
410,6.8,10.366666666666667
411,10.0,10.033333333333333
412,14.6,10.966666666666667
413,9.8,9.666666666666666
414,6.0,9.833333333333334
415,10.8,10.566666666666666
416,11.2,10.933333333333334
417,10.6,10.666666666666666
418,6.8,10.233333333333333
419,12.4,10.733333333333333
420,9.2,10.333333333333334
421,9.4,10.666666666666666
422,11.0,10.5
423,11.2,11.433333333333334
424,10.2,10.433333333333334
425,12.0,10.233333333333333
426,11.0,11.033333333333333
427,12.4,11.8
428,6.8,9.866666666666667
429,5.6,8.8
430,7.8,9.8
431,8.4,10.5
432,12.6,11.566666666666666
433,10.8,10.366666666666667
434,11.0,10.566666666666666
435,8.8,9.533333333333333
436,8.6,8.433333333333334
437,14.0,10.266666666666667
438,11.4,10.366666666666667
439,12.0,11.066666666666666
440,12.0,10.5
441,11.4,10.566666666666666
442,7.8,8.3
443,11.4,9.4
444,12.2,10.766666666666667
445,9.6,10.266666666666667
446,5.4,9.766666666666667
447,12.0,9.9
448,12.4,11.4
449,9.2,9.766666666666667
450,10.4,11.633333333333333
451,12.4,11.833333333333334
452,10.8,10.1
453,10.0,9.7
454,13.0,11.433333333333334
455,11.6,10.2
456,12.2,10.066666666666666
457,8.4,11.633333333333333
458,10.2,10.933333333333334
459,12.0,10.0
460,11.0,11.333333333333334
461,8.4,10.066666666666666
462,9.2,10.966666666666667
463,11.6,11.366666666666667
464,12.4,10.9
465,8.8,11.033333333333333
466,12.4,10.766666666666667
467,12.2,11.0
468,5.8,10.0
469,10.0,11.833333333333334
470,11.0,10.566666666666666
471,13.8,11.6
472,8.8,10.233333333333333
473,11.8,11.6
474,13.4,8.9
475,6.8,8.966666666666667
476,12.2,9.4
477,10.4,10.766666666666667
478,13.0,9.766666666666667
479,8.6,9.233333333333333
480,8.8,10.833333333333334
481,13.4,10.333333333333334
482,8.6,10.5
483,10.2,11.233333333333333
484,11.2,11.1
485,9.0,8.866666666666667
486,5.8,8.9
487,9.4,10.3
488,11.6,9.9
489,13.0,12.133333333333333
490,10.0,10.066666666666666
491,6.2,8.733333333333333
492,9.2,10.233333333333333
493,9.6,10.733333333333333
494,10.2,11.6
495,9.8,10.133333333333333
496,11.4,9.466666666666667
497,14.4,10.933333333333334
498,10.2,9.8
499,10.2,9.5
500,8.0,10.433333333333334
501,9.6,11.4
502,12.4,10.366666666666667
503,13.8,10.4
504,12.2,11.9
505,10.4,11.266666666666667
506,8.6,8.833333333333334
507,9.4,10.466666666666667
508,11.4,10.966666666666667
509,10.8,10.766666666666667
510,8.6,10.033333333333333
511,9.0,9.433333333333334
512,10.8,10.566666666666666
513,12.8,10.433333333333334
514,12.2,10.3
515,11.0,11.966666666666667
516,11.2,11.533333333333333
517,11.2,10.466666666666667
518,12.6,12.2
519,11.8,11.5
520,12.2,9.333333333333334
521,12.8,10.666666666666666
522,10.0,9.433333333333334
523,10.8,9.566666666666666
524,11.6,10.4
525,5.6,9.033333333333333
526,11.8,9.866666666666667
527,11.2,10.566666666666666
528,10.8,10.266666666666667
529,9.4,9.566666666666666
530,9.4,10.8
531,13.8,11.466666666666667
532,10.6,10.6
533,11.2,11.166666666666666
534,12.6,9.5
535,13.0,10.133333333333333
536,12.6,11.6
537,12.0,10.7
538,8.6,12.133333333333333
539,7.0,10.333333333333334
540,6.2,10.3
541,9.2,10.0
542,10.0,10.366666666666667
543,8.2,10.4
544,7.0,9.733333333333333
545,11.6,10.0
546,12.4,9.4
547,6.6,10.233333333333333
548,11.2,10.033333333333333
549,10.6,10.6
550,11.2,10.866666666666667
551,8.6,11.066666666666666
552,11.2,11.7
553,9.0,10.366666666666667
554,11.4,10.033333333333333
555,12.0,10.566666666666666
556,13.2,11.8
557,11.4,8.9
558,11.2,10.033333333333333
559,10.2,9.566666666666666
560,9.8,11.2
561,11.0,10.7
562,9.0,10.033333333333333
563,11.4,10.5
564,7.6,9.566666666666666
565,9.4,11.4
566,8.8,9.7
567,13.8,11.966666666666667
568,14.4,10.866666666666667
569,11.8,10.666666666666666
570,7.4,10.1
571,13.4,11.1
572,9.2,9.366666666666667
573,11.2,9.633333333333333
574,10.8,9.733333333333333
575,12.4,11.0
576,12.8,11.266666666666667
577,14.4,10.566666666666666
578,9.6,10.333333333333334
579,10.2,9.8
580,11.6,9.9
581,9.2,9.833333333333334
582,11.0,11.933333333333334
583,10.2,8.466666666666667
584,10.4,9.966666666666667
585,10.0,11.2
586,9.2,10.066666666666666
587,10.4,10.366666666666667
588,12.6,10.833333333333334
589,10.6,10.4
590,10.6,10.566666666666666
591,13.2,8.3
592,10.8,11.0
593,9.6,9.666666666666666
594,7.2,9.366666666666667
595,5.4,7.733333333333333
596,11.4,10.8
597,5.8,10.9
598,10.8,12.133333333333333
599,10.4,11.5
600,10.6,10.633333333333333
601,9.0,10.466666666666667
602,12.8,10.533333333333333
603,12.2,11.233333333333333
604,10.4,11.1
605,10.6,11.866666666666667
606,12.8,10.733333333333333
607,9.4,8.9
608,9.4,10.2
609,11.6,9.766666666666667
610,10.0,10.833333333333334
611,8.0,9.466666666666667
612,9.8,11.1
613,9.0,8.7
614,9.0,9.366666666666667
615,9.8,9.566666666666666
616,10.2,9.8
617,12.4,10.466666666666667
618,11.8,10.433333333333334
619,9.4,10.466666666666667
620,8.8,10.233333333333333
621,11.6,11.366666666666667
622,11.4,10.6
623,6.4,10.0
624,6.2,9.433333333333334
625,10.0,9.5
626,12.6,11.666666666666666
627,14.4,10.833333333333334
628,8.8,10.9
629,10.2,10.3
630,9.4,9.766666666666667
631,11.0,11.366666666666667
632,6.4,9.966666666666667
633,10.0,11.2
634,10.6,11.1
635,11.4,10.8
636,12.2,9.633333333333333
637,14.0,11.1
638,10.0,11.266666666666667
639,12.8,12.333333333333334
640,10.4,8.433333333333334
641,7.6,9.9
642,5.2,10.466666666666667
643,11.0,11.7
644,10.4,9.8
645,4.6,8.833333333333334
646,11.6,12.133333333333333
647,6.6,8.866666666666667
648,10.4,10.533333333333333
649,12.8,10.2
650,8.0,9.033333333333333
651,10.4,9.766666666666667
652,9.8,9.9
653,11.4,10.666666666666666
654,7.8,10.4
655,6.2,10.2
656,6.6,10.166666666666666
657,6.6,11.466666666666667
658,10.2,9.433333333333334
659,11.2,11.4
660,11.2,11.933333333333334
661,13.0,11.466666666666667
662,10.8,10.4
663,9.4,9.1
664,4.6,9.2
665,12.2,11.366666666666667
666,9.4,10.833333333333334
667,8.2,10.2
668,11.0,10.866666666666667
669,9.4,10.466666666666667
670,9.6,10.933333333333334
671,11.0,11.033333333333333
672,10.4,10.4
673,9.0,9.133333333333333
674,11.0,10.433333333333334
675,10.8,9.3
676,9.6,9.866666666666667
677,11.0,9.8
678,11.6,11.7
679,7.8,9.933333333333334
680,9.2,10.766666666666667
681,11.0,9.533333333333333
682,9.6,10.433333333333334
683,10.0,10.8
684,9.4,10.266666666666667
685,10.8,10.2
686,12.4,11.366666666666667
687,9.4,10.066666666666666
688,10.0,11.133333333333333
689,5.2,8.3
690,11.6,10.766666666666667
691,13.6,11.2
692,11.6,10.666666666666666
693,11.4,10.533333333333333
694,8.6,11.633333333333333
695,9.6,10.6
696,12.6,10.4
697,10.2,9.966666666666667
698,11.4,11.533333333333333
699,8.6,10.733333333333333
700,11.0,9.833333333333334
701,7.4,9.4
702,8.6,10.966666666666667
703,10.0,10.466666666666667
704,11.2,9.566666666666666
705,10.2,10.133333333333333
706,12.0,9.7
707,13.2,8.466666666666667
708,10.4,10.066666666666666
709,11.2,9.9
710,11.6,11.533333333333333
711,12.2,10.333333333333334
712,10.6,11.433333333333334
713,8.8,10.966666666666667
714,8.6,8.833333333333334
715,6.8,9.133333333333333
716,11.0,9.733333333333333
717,13.4,11.566666666666666
718,7.0,10.433333333333334
719,11.8,10.133333333333333
720,8.2,9.366666666666667
721,13.0,11.6
722,11.0,10.066666666666666
723,3.6,8.466666666666667
724,10.4,11.366666666666667
725,11.6,11.866666666666667
726,8.6,10.433333333333334
727,11.2,10.4
728,5.0,10.266666666666667
729,12.8,10.566666666666666
730,7.6,8.833333333333334
731,10.8,10.2
732,7.2,10.066666666666666
733,11.6,10.1
734,10.4,9.0
735,8.6,9.1
736,12.0,11.533333333333333
737,9.2,10.366666666666667
738,7.8,10.933333333333334
739,10.8,10.466666666666667
740,10.2,10.1
741,9.0,9.433333333333334
742,10.2,11.166666666666666
743,11.4,9.9
744,10.2,9.466666666666667
745,10.8,10.0
746,12.2,9.966666666666667
747,12.0,11.2
748,12.6,11.266666666666667
749,10.6,10.066666666666666
750,12.0,10.566666666666666
751,9.0,10.566666666666666
752,7.4,10.133333333333333
753,12.2,9.566666666666666
754,12.2,10.266666666666667
755,14.6,10.7
756,12.6,10.033333333333333
757,12.4,9.133333333333333
758,7.0,9.5
759,10.2,9.666666666666666
760,12.8,10.966666666666667
761,10.4,10.333333333333334
762,7.0,9.8
763,7.6,8.3
764,14.0,12.833333333333334
765,11.6,9.9
766,9.6,9.233333333333333
767,9.2,10.9
768,11.8,10.166666666666666
769,9.6,9.966666666666667
770,9.2,10.3
771,11.4,9.2
772,10.6,9.7
773,14.0,12.366666666666667
774,10.2,10.333333333333334
775,6.6,9.833333333333334
776,7.4,8.8
777,8.4,9.866666666666667
778,13.6,12.1
779,15.0,9.166666666666666
780,12.4,11.133333333333333
781,7.6,10.9
782,10.4,10.6
783,11.4,10.633333333333333
784,9.8,11.3
785,9.0,9.966666666666667
786,11.6,11.066666666666666
787,12.2,10.966666666666667
788,9.4,10.233333333333333
789,9.0,10.8
790,9.2,9.733333333333333
791,10.2,9.4
792,10.6,11.1
793,11.2,10.1
794,9.8,10.733333333333333
795,10.4,10.933333333333334
796,12.0,11.233333333333333
797,11.0,9.033333333333333
798,13.4,9.766666666666667
799,11.6,10.4
800,9.8,8.933333333333334
801,10.0,10.433333333333334
802,12.6,11.166666666666666
803,9.0,10.0
804,11.8,8.933333333333334
805,10.6,9.766666666666667
806,11.4,11.366666666666667
807,10.4,9.1
808,5.4,10.433333333333334
809,11.4,10.633333333333333
810,12.6,11.033333333333333
811,10.4,10.5
812,11.6,11.666666666666666
813,9.8,10.166666666666666
814,14.6,11.433333333333334
815,8.0,10.9
816,10.8,11.1
817,10.4,11.566666666666666
818,8.4,8.666666666666666
819,8.6,10.766666666666667
820,8.6,9.7
821,11.6,10.066666666666666
822,8.0,9.766666666666667
823,11.6,11.233333333333333
824,10.4,10.566666666666666
825,7.4,10.533333333333333
826,10.0,9.366666666666667
827,13.2,11.833333333333334
828,10.0,9.266666666666667
829,9.8,9.1
830,11.8,10.866666666666667
831,11.8,11.0
832,8.2,9.933333333333334
833,7.0,9.966666666666667
834,9.4,11.0
835,7.6,9.9
836,10.8,11.466666666666667
837,10.6,10.0
838,10.4,10.133333333333333
839,11.0,11.666666666666666
840,10.2,10.3
841,10.8,11.8
842,11.0,8.733333333333333
843,10.2,9.333333333333334
844,10.0,11.266666666666667
845,7.8,10.8
846,9.4,10.166666666666666
847,11.2,10.166666666666666
848,8.0,10.166666666666666
849,11.4,10.566666666666666
850,8.8,10.2
851,7.2,9.9
852,6.2,10.133333333333333
853,12.0,10.666666666666666
854,9.8,9.566666666666666
855,11.0,10.8
856,12.4,10.733333333333333
857,13.2,9.9
858,11.4,10.7
859,12.0,8.833333333333334
860,12.2,11.0
861,8.2,9.966666666666667
862,7.0,9.166666666666666
863,10.0,9.233333333333333
864,10.8,10.233333333333333
865,12.8,11.066666666666666
866,10.8,11.466666666666667
867,8.4,10.0
868,8.6,10.233333333333333
869,9.4,10.566666666666666
870,12.0,10.533333333333333
871,12.8,11.4
872,8.2,11.5
873,7.2,9.633333333333333
874,9.8,10.733333333333333
875,11.2,10.366666666666667
876,8.6,9.7
877,6.8,10.6
878,10.4,10.2
879,14.8,11.633333333333333
880,11.2,10.333333333333334
881,9.0,9.433333333333334
882,11.8,12.233333333333333
883,7.2,10.866666666666667
884,9.8,10.4
885,10.8,8.766666666666667
886,8.4,10.533333333333333
887,10.6,9.966666666666667
888,11.4,10.066666666666666
889,9.2,9.933333333333334
890,10.2,10.833333333333334
891,12.0,11.0
892,8.6,10.033333333333333
893,6.6,10.4
894,7.2,8.9
895,8.6,10.7
896,10.2,11.166666666666666
897,11.8,11.566666666666666
898,13.2,12.2
899,12.4,10.633333333333333
900,11.2,10.766666666666667
901,9.0,11.0
902,10.8,10.133333333333333
903,10.4,10.333333333333334
904,11.2,9.7
905,8.8,9.833333333333334
906,12.4,9.966666666666667
907,11.4,9.733333333333333
908,7.0,9.5
909,9.4,9.933333333333334
910,13.4,9.866666666666667
911,12.0,10.5
912,9.6,10.8
913,10.8,10.366666666666667
914,10.8,10.8
915,8.0,10.166666666666666
916,3.8,9.966666666666667
917,11.4,11.633333333333333
918,9.4,12.266666666666667
919,10.2,10.233333333333333
920,8.2,10.9
921,7.8,9.266666666666667
922,10.2,11.1
923,13.4,10.4
924,3.6,7.733333333333333
925,13.0,11.566666666666666
926,9.0,10.533333333333333
927,10.2,10.366666666666667
928,10.4,9.966666666666667
929,7.6,10.733333333333333
930,10.0,10.9
931,14.2,11.266666666666667
932,5.2,10.166666666666666
933,11.0,10.866666666666667
934,12.2,11.8
935,6.8,10.533333333333333
936,9.8,10.533333333333333
937,11.8,10.666666666666666
938,10.2,12.233333333333333
939,10.0,8.866666666666667
940,9.8,11.1
941,12.2,11.3
942,8.6,10.633333333333333
943,9.8,9.066666666666666
944,11.2,11.1
945,11.4,10.3
946,11.4,10.633333333333333
947,7.6,9.166666666666666
948,11.6,11.266666666666667
949,7.6,9.366666666666667
950,15.0,11.1
951,10.4,9.666666666666666
952,12.2,10.933333333333334
953,7.4,9.633333333333333
954,7.8,10.066666666666666
955,11.6,10.133333333333333
956,12.2,10.033333333333333
957,11.0,9.833333333333334
958,7.2,10.566666666666666
959,9.8,10.233333333333333
960,12.4,11.2
961,8.6,10.0
962,11.2,10.933333333333334
963,11.8,9.4
964,9.8,10.133333333333333
965,9.8,10.033333333333333
966,11.8,11.166666666666666
967,10.6,9.7
968,5.6,9.833333333333334
969,10.6,10.733333333333333
970,12.4,11.433333333333334
971,8.4,10.066666666666666
972,10.8,10.0
973,12.0,11.9
974,8.8,10.4
975,12.0,10.3
976,10.0,11.166666666666666
977,10.2,11.266666666666667
978,14.4,9.1
979,9.0,9.866666666666667
980,12.4,10.333333333333334
981,9.0,11.966666666666667
982,11.6,10.533333333333333
983,11.6,11.3
984,14.0,10.566666666666666
985,14.2,11.1
986,12.0,10.833333333333334
987,6.2,8.733333333333333
988,9.4,11.833333333333334
989,12.2,12.3
990,11.4,11.133333333333333
991,13.6,11.066666666666666
992,7.2,10.866666666666667
993,10.6,10.166666666666666
994,13.4,10.3
995,8.8,9.966666666666667
996,11.8,10.433333333333334
997,7.2,9.566666666666666
998,11.8,11.0
999,11.4,10.133333333333333
1000,8.4,10.0
1001,13.6,7.7
1002,10.4,12.2
1003,6.0,10.166666666666666
1004,13.2,9.766666666666667
1005,9.8,10.233333333333333
1006,5.8,8.633333333333333
1007,11.6,9.566666666666666
1008,6.8,9.733333333333333
1009,11.6,10.833333333333334
1010,7.8,10.466666666666667
1011,12.6,11.266666666666667
1012,7.6,10.2
1013,12.8,10.233333333333333
1014,10.0,11.9
1015,9.8,10.8
1016,13.0,11.733333333333333
1017,8.2,9.7
1018,5.8,10.0
1019,10.0,10.6
1020,9.2,10.5
1021,11.6,11.533333333333333
1022,10.4,10.133333333333333
1023,11.2,11.266666666666667
1024,10.2,10.266666666666667
1025,7.8,11.3
1026,10.6,10.9
1027,12.4,10.766666666666667
1028,5.0,10.4
1029,13.4,11.9
1030,8.4,9.666666666666666
1031,5.0,9.2
1032,10.0,10.333333333333334
1033,13.0,10.3
1034,8.4,10.366666666666667
1035,9.0,9.433333333333334
1036,10.2,10.533333333333333
1037,8.6,9.5
1038,10.4,10.566666666666666
1039,10.0,9.633333333333333
1040,12.6,9.0
1041,11.4,10.5
1042,11.4,11.3
1043,12.8,11.633333333333333
1044,10.4,10.733333333333333
1045,10.0,9.8
1046,13.2,10.333333333333334
1047,12.2,11.1
1048,10.6,9.733333333333333
1049,9.2,11.033333333333333
1050,9.6,10.2
1051,10.0,10.866666666666667
1052,11.6,9.7
1053,9.4,10.266666666666667
1054,12.2,10.866666666666667
1055,11.2,10.966666666666667
1056,9.0,9.7
1057,10.8,8.1
1058,9.0,10.833333333333334
1059,9.8,10.966666666666667
1060,7.2,7.533333333333333
1061,10.0,9.866666666666667
1062,10.0,10.9
1063,10.0,10.6
1064,12.0,11.4
1065,9.0,10.666666666666666
1066,10.8,10.833333333333334
1067,11.2,10.3
1068,7.0,10.0
1069,10.2,9.5
1070,8.4,10.733333333333333
1071,8.2,9.766666666666667
1072,12.6,10.266666666666667
1073,9.0,9.566666666666666
1074,8.6,10.333333333333334
1075,9.4,10.566666666666666
1076,9.2,10.1
1077,14.2,11.533333333333333
1078,10.6,10.766666666666667
1079,11.4,10.766666666666667
1080,9.8,10.033333333333333
1081,10.2,10.933333333333334
1082,9.4,9.166666666666666
1083,8.4,8.566666666666666
1084,4.4,9.5
1085,4.4,10.933333333333334
1086,11.0,10.133333333333333
1087,10.2,10.133333333333333
1088,7.8,10.6
1089,13.6,11.133333333333333
1090,12.0,11.4
1091,11.0,10.133333333333333
1092,12.2,11.533333333333333
1093,8.0,9.933333333333334
1094,13.8,10.533333333333333
1095,8.4,9.5
1096,9.2,8.666666666666666
