district_id,source_line,above,below,total,rate,equal_weight,size_weight,pooled_contribution
237,238,591,616,1207,0.489643744821872,0.0033003300330033,0.00451027797811002,0.00220842939938941
238,239,130,43,173,0.751445086705202,0.0033003300330033,0.000646460720971858,0.000485779732522206
239,240,558,1765,2323,0.240206629358588,0.0033003300330033,0.00868051014345449,0.00208511608267224
240,241,397,352,749,0.530040053404539,0.0033003300330033,0.00279883861276255,0.00148349656777935
241,242,293,144,437,0.670480549199085,0.0033003300330033,0.00163296725470926,0.00109487278176159
242,243,465,262,727,0.639614855570839,0.0033003300330033,0.0027166297349511,0.0017375967355602
243,244,453,223,676,0.670118343195266,0.0033003300330033,0.00252605460911547,0.00169275552948122
244,245,96,78,174,0.551724137931034,0.0033003300330033,0.000650197488145106,0.000358729648631783
245,246,224,199,423,0.529550827423168,0.0033003300330033,0.00158065251428379,0.000837035846807493
246,247,34,32,66,0.515151515151515,0.0033003300330033,0.000246626633434351,0.000127050083890423
247,248,179,152,331,0.540785498489426,0.0033003300330033,0.001236869934345,0.000668881324011345
248,249,303,402,705,0.429787234042553,0.0033003300330033,0.00263442085713965,0.00113224045349406
249,250,108,127,235,0.459574468085106,0.0033003300330033,0.000878140285713218,0.000403570854710756
250,251,302,452,754,0.40053050397878,0.0033003300330033,0.00281752244862879,0.00112850368632082
251,252,171,419,590,0.289830508474576,0.0033003300330033,0.00220469263221616,0.000638987186625363
252,253,400,315,715,0.559440559440559,0.0033003300330033,0.00267178852887213,0.00149470686929909
253,254,538,67,605,0.889256198347107,0.0033003300330033,0.00226074413981488,0.00201038073920728
254,255,975,1241,2216,0.439981949458484,0.0033003300330033,0.00828067605591698,0.00364334799391654
255,256,463,445,908,0.509911894273128,0.0033003300330033,0.00339298459330894,0.0017301232012137
256,257,399,314,713,0.55960729312763,0.0033003300330033,0.00266431499452564,0.00149097010212585
257,258,393,876,1269,0.309692671394799,0.0033003300330033,0.00474195754285138,0.00146854949908636
258,259,204,141,345,0.591304347826087,0.0033003300330033,0.00128918467477047,0.000762300503342538
259,260,59,86,145,0.406896551724138,0.0033003300330033,0.000541831240120922,0.000220469263221616
260,261,131,204,335,0.391044776119403,0.0033003300330033,0.00125181700303799,0.000489516499695453
261,262,80,41,121,0.661157024793388,0.0033003300330033,0.000452148827962976,0.000298941373859819
262,263,326,109,435,0.749425287356322,0.0033003300330033,0.00162549372036277,0.00121818609847876
263,264,100,139,239,0.418410041841004,0.0033003300330033,0.000893087354406209,0.000373676717324774
264,265,688,808,1496,0.459893048128342,0.0033003300330033,0.00559020369117861,0.00257089581519444
265,266,155,168,323,0.479876160990712,0.0033003300330033,0.00120697579695902,0.000579198911853399
266,267,515,537,1052,0.489543726235741,0.0033003300330033,0.00393107906625662,0.00192443509422258
267,268,450,874,1324,0.33987915407855,0.0033003300330033,0.00494747973738,0.00168154522796148
268,269,55,65,120,0.458333333333333,0.0033003300330033,0.000448412060789728,0.000205522194528625
269,270,224,162,386,0.580310880829015,0.0033003300330033,0.00144239212887363,0.000837035846807493
270,271,320,296,616,0.519480519480519,0.0033003300330033,0.00230184857872061,0.00119576549543928
271,272,108,126,234,0.461538461538462,0.0033003300330033,0.00087440351853997,0.000403570854710756
272,273,151,81,232,0.650862068965517,0.0033003300330033,0.000866929984193475,0.000564251843160408
273,274,193,495,688,0.280523255813953,0.0033003300330033,0.00257089581519444,0.000721196064436813
274,275,55,65,120,0.458333333333333,0.0033003300330033,0.000448412060789728,0.000205522194528625
275,276,72,152,224,0.321428571428571,0.0033003300330033,0.000837035846807493,0.000269047236473837
276,277,359,374,733,0.489768076398363,0.0033003300330033,0.00273905033799059,0.00134149941519594
277,278,31,89,120,0.258333333333333,0.0033003300330033,0.000448412060789728,0.00011583978237068
278,279,39,96,135,0.288888888888889,0.0033003300330033,0.000504463568388444,0.000145733919756662
279,280,303,473,776,0.390463917525773,0.0033003300330033,0.00289973132644024,0.00113224045349406
280,281,79,128,207,0.381642512077295,0.0033003300330033,0.000773510804862281,0.000295204606686571
281,282,19,22,41,0.463414634146341,0.0033003300330033,0.000153207454103157,7.0998576291707e-05
282,283,23,20,43,0.534883720930233,0.0033003300330033,0.000160680988449653,8.59456449846979e-05
283,284,91,168,259,0.351351351351351,0.0033003300330033,0.000967822697871164,0.000340045812765544
284,285,96,246,342,0.280701754385965,0.0033003300330033,0.00127797437325073,0.000358729648631783
285,286,40,210,250,0.16,0.0033003300330033,0.000934191793311934,0.000149470686929909
286,287,578,1172,1750,0.330285714285714,0.0033003300330033,0.00653934255318354,0.00215985142613719
287,288,26,124,150,0.173333333333333,0.0033003300330033,0.000560515075987161,9.71559465044412e-05
288,289,23,111,134,0.171641791044776,0.0033003300330033,0.000500726801215197,8.59456449846979e-05
289,290,31,22,53,0.584905660377358,0.0033003300330033,0.00019804866018213,0.00011583978237068
290,291,59,207,266,0.221804511278195,0.0033003300330033,0.000993980068083898,0.000220469263221616
291,292,204,100,304,0.671052631578947,0.0033003300330033,0.00113597722066731,0.000762300503342538
292,293,736,602,1338,0.550074738415546,0.0033003300330033,0.00499979447780547,0.00275026063951033
293,294,526,644,1170,0.44957264957265,0.0033003300330033,0.00437201759269985,0.00196553953312831
294,295,1088,343,1431,0.760307477288609,0.0033003300330033,0.00534731382491751,0.00406560268449354
295,296,186,62,248,0.75,0.0033003300330033,0.000926718258965439,0.000695038694224079
296,297,284,232,516,0.550387596899225,0.0033003300330033,0.00192817186139583,0.00106124187720236
297,298,455,136,591,0.769881556683587,0.0033003300330033,0.00220842939938941,0.00170022906382772
298,299,17,42,59,0.288135593220339,0.0033003300330033,0.000220469263221616,6.35250419452115e-05
299,300,96,246,342,0.280701754385965,0.0033003300330033,0.00127797437325073,0.000358729648631783
300,301,37,117,154,0.24025974025974,0.0033003300330033,0.000575462144680151,0.000138260385410166
301,302,208,387,595,0.349579831932773,0.0033003300330033,0.0022233764680824,0.000777247572035529
302,303,199,510,709,0.280677009873061,0.0033003300330033,0.00264936792583265,0.000743616667476299
303,304,72,84,156,0.461538461538462,0.0033003300330033,0.000582935679026647,0.000269047236473837
